Gene stable ID	Human gene stable ID	Human gene name
ENSDARG00000095821	ENSG00000105131	EPHX3
ENSDARG00000000666	ENSG00000175874	CREG2
ENSDARG00000033957	ENSG00000155275	TRMT44
ENSDARG00000032932	ENSG00000142675	CNKSR1
ENSDARG00000070830		
ENSDARG00000079847	ENSG00000063245	EPN1
ENSDARG00000075632	ENSG00000151164	RAD9B
ENSDARG00000003544	ENSG00000197381	ADARB1
ENSDARG00000074836		
ENSDARG00000055955	ENSG00000043462	LCP2
ENSDARG00000074248	ENSG00000155755	TMEM237
ENSDARG00000099938	ENSG00000162897	FCAMR
ENSDARG00000027867	ENSG00000100767	PAPLN
ENSDARG00000035571	ENSG00000107362	ABHD17B
ENSDARG00000054251	ENSG00000162976	SLC66A3
ENSDARG00000018516	ENSG00000112079	STK38
ENSDARG00000023203	ENSG00000158485	CD1B
ENSDARG00000023203	ENSG00000158481	CD1C
ENSDARG00000023203	ENSG00000158477	CD1A
ENSDARG00000023203	ENSG00000158473	CD1D
ENSDARG00000023203	ENSG00000158488	CD1E
ENSDARG00000098585		
ENSDARG00000103984	ENSG00000100055	CYTH4
ENSDARG00000090108	ENSG00000003249	DBNDD1
ENSDARG00000005643	ENSG00000100116	GCAT
ENSDARG00000005574	ENSG00000119614	VSX2
ENSDARG00000099572	ENSG00000198830	HMGN2
ENSDARG00000099572	ENSG00000182952	HMGN4
ENSDARG00000031343	ENSG00000154917	RAB6B
ENSDARG00000005476	ENSG00000067798	NAV3
ENSDARG00000031588		
ENSDARG00000078754		
ENSDARG00000070059	ENSG00000174796	THAP6
ENSDARG00000109301		
ENSDARG00000093899		
ENSDARG00000035608	ENSG00000247077	PGAM5
ENSDARG00000006299	ENSG00000102606	ARHGEF7
ENSDARG00000020798	ENSG00000089818	NECAP1
ENSDARG00000087394		
ENSDARG00000024032	ENSG00000100473	COCH
ENSDARG00000003910	ENSG00000108510	MED13
ENSDARG00000063332	ENSG00000251322	SHANK3
ENSDARG00000098216	ENSG00000162897	FCAMR
ENSDARG00000008377	ENSG00000072134	EPN2
ENSDARG00000030743	ENSG00000172296	SPTLC3
ENSDARG00000026979		
ENSDARG00000057025	ENSG00000120903	CHRNA2
ENSDARG00000093603		
ENSDARG00000095170	ENSG00000124831	LRRFIP1
ENSDARG00000016490	ENSG00000090565	RAB11FIP3
ENSDARG00000059001		
ENSDARG00000043898	ENSG00000132286	TIMM10B
ENSDARG00000006434	ENSG00000137054	POLR1E
ENSDARG00000067606	ENSG00000104941	RSPH6A
ENSDARG00000067606	ENSG00000111834	RSPH4A
ENSDARG00000010130	ENSG00000130768	SMPDL3B
ENSDARG00000061159	ENSG00000063169	BICRA
ENSDARG00000069282		
ENSDARG00000057054	ENSG00000183423	LRIT3
ENSDARG00000092003	ENSG00000173992	CCS
ENSDARG00000020237	ENSG00000258839	MC1R
ENSDARG00000077850	ENSG00000131981	LGALS3
ENSDARG00000057417	ENSG00000166321	NUDT13
ENSDARG00000025581	ENSG00000165496	RPL10L
ENSDARG00000025581	ENSG00000147403	RPL10
ENSDARG00000069559		
ENSDARG00000078749	ENSG00000139044	B4GALNT3
ENSDARG00000062397	ENSG00000070614	NDST1
ENSDARG00000003520	ENSG00000132405	TBC1D14
ENSDARG00000009553	ENSG00000162188	GNG3
ENSDARG00000036772	ENSG00000163348	PYGO2
ENSDARG00000087536	ENSG00000215421	ZNF407
ENSDARG00000040362	ENSG00000024422	EHD2
ENSDARG00000013789		
ENSDARG00000028389	ENSG00000255587	RAB44
ENSDARG00000089564	ENSG00000112559	MDFI
ENSDARG00000042368	ENSG00000066735	KIF26A
ENSDARG00000088750	ENSG00000165899	OTOGL
ENSDARG00000096977	ENSG00000158485	CD1B
ENSDARG00000096977	ENSG00000158481	CD1C
ENSDARG00000096977	ENSG00000158477	CD1A
ENSDARG00000096977	ENSG00000158473	CD1D
ENSDARG00000096977	ENSG00000158488	CD1E
ENSDARG00000075723	ENSG00000187908	DMBT1
ENSDARG00000051857	ENSG00000135269	TES
ENSDARG00000062558	ENSG00000159579	RSPRY1
ENSDARG00000061541	ENSG00000156687	UNC5D
ENSDARG00000075624	ENSG00000162373	BEND5
ENSDARG00000103834	ENSG00000239306	RBM14
ENSDARG00000005891	ENSG00000100243	CYB5R3
ENSDARG00000010132	ENSG00000126733	DACH2
ENSDARG00000100506	ENSG00000134376	CRB1
ENSDARG00000043814	ENSG00000070526	ST6GALNAC1
ENSDARG00000103516		
ENSDARG00000004627	ENSG00000154143	PANX3
ENSDARG00000005565	ENSG00000188833	ENTPD8
ENSDARG00000112788		
ENSDARG00000070543	ENSG00000183454	GRIN2A
ENSDARG00000029075	ENSG00000114268	PFKFB4
ENSDARG00000054537	ENSG00000135540	NHSL1
ENSDARG00000054023	ENSG00000203786	KPRP
ENSDARG00000054023	ENSG00000138892	TTLL8
ENSDARG00000052606	ENSG00000142002	DPP9
ENSDARG00000025855	ENSG00000163888	CAMK2N2
ENSDARG00000057626	ENSG00000161677	JOSD2
ENSDARG00000012076	ENSG00000118137	APOA1
ENSDARG00000019521	ENSG00000121053	EPX
ENSDARG00000043835	ENSG00000105649	RAB3A
ENSDARG00000090071	ENSG00000171509	RXFP1
ENSDARG00000015731	ENSG00000171714	ANO5
ENSDARG00000102053		
ENSDARG00000079463	ENSG00000013288	MAN2B2
ENSDARG00000068208	ENSG00000140995	DEF8
ENSDARG00000100956		
ENSDARG00000076079	ENSG00000182040	USH1G
ENSDARG00000097160	ENSG00000250423	KIAA1210
ENSDARG00000042145		
ENSDARG00000096717		
ENSDARG00000043938	ENSG00000180979	LRRC57
ENSDARG00000059629	ENSG00000128203	ASPHD2
ENSDARG00000062745		
ENSDARG00000094326		
ENSDARG00000079977	ENSG00000188158	NHS
ENSDARG00000039020	ENSG00000112029	FBXO5
ENSDARG00000096264		
ENSDARG00000099315	ENSG00000147383	NSDHL
ENSDARG00000087225		
ENSDARG00000091656	ENSG00000128534	LSM8
ENSDARG00000019144	ENSG00000168118	RAB4A
ENSDARG00000031299		
ENSDARG00000012071	ENSG00000116194	ANGPTL1
ENSDARG00000054054	ENSG00000158764	ITLN2
ENSDARG00000068372		
ENSDARG00000033436	ENSG00000125505	MBOAT7
ENSDARG00000090577		
ENSDARG00000074384	ENSG00000221955	SLC12A8
ENSDARG00000040559	ENSG00000113456	RAD1
ENSDARG00000094297		
ENSDARG00000087195	ENSG00000143365	RORC
ENSDARG00000087195	ENSG00000143257	NR1I3
ENSDARG00000089919		
ENSDARG00000098883	ENSG00000185482	STAC3
ENSDARG00000019223	ENSG00000134884	ARGLU1
ENSDARG00000039757	ENSG00000180398	MCFD2
ENSDARG00000077656	ENSG00000112379	ARFGEF3
ENSDARG00000040214		
ENSDARG00000058821	ENSG00000112902	SEMA5A
ENSDARG00000041433		
ENSDARG00000052615	ENSG00000000005	TNMD
ENSDARG00000096940	ENSG00000158485	CD1B
ENSDARG00000096940	ENSG00000158481	CD1C
ENSDARG00000096940	ENSG00000158477	CD1A
ENSDARG00000096940	ENSG00000158473	CD1D
ENSDARG00000096940	ENSG00000158488	CD1E
ENSDARG00000026519	ENSG00000116191	RALGPS2
ENSDARG00000079434	ENSG00000121210	TMEM131L
ENSDARG00000030025		
ENSDARG00000017525	ENSG00000129315	CCNT1
ENSDARG00000103964	ENSG00000162897	FCAMR
ENSDARG00000069701	ENSG00000153012	LGI2
ENSDARG00000039756		
ENSDARG00000010673	ENSG00000221926	TRIM16
ENSDARG00000075133	ENSG00000181790	ADGRB1
ENSDARG00000078458	ENSG00000104866	PPP1R37
ENSDARG00000087939		
ENSDARG00000037100	ENSG00000088448	ANKRD10
ENSDARG00000098954	ENSG00000133121	STARD13
ENSDARG00000063207	ENSG00000178568	ERBB4
ENSDARG00000041389		
ENSDARG00000032318	ENSG00000151690	MFSD6
ENSDARG00000074233	ENSG00000184588	PDE4B
ENSDARG00000025013	ENSG00000156049	GNA14
ENSDARG00000031664		
ENSDARG00000042850	ENSG00000116218	NPHS2
ENSDARG00000093796	ENSG00000158764	ITLN2
ENSDARG00000088462		
ENSDARG00000041974		
ENSDARG00000077475		
ENSDARG00000068863		
ENSDARG00000091956	ENSG00000198792	TMEM184B
ENSDARG00000069038		
ENSDARG00000010862	ENSG00000145020	AMT
ENSDARG00000057427	ENSG00000185518	SV2B
ENSDARG00000042791	ENSG00000139436	GIT2
ENSDARG00000019516	ENSG00000170374	SP7
ENSDARG00000102674	ENSG00000175216	CKAP5
ENSDARG00000077537	ENSG00000213965	NUDT19
ENSDARG00000054616		
ENSDARG00000058448	ENSG00000169249	ZRSR2
ENSDARG00000069912	ENSG00000149948	HMGA2
ENSDARG00000094237		
ENSDARG00000054610	ENSG00000102879	CORO1A
ENSDARG00000016551	ENSG00000144711	IQSEC1
ENSDARG00000045516	ENSG00000151655	ITIH2
ENSDARG00000010794	ENSG00000112561	TFEB
ENSDARG00000105398	ENSG00000135392	DNAJC14
ENSDARG00000018146	ENSG00000211445	GPX3
ENSDARG00000018146	ENSG00000224586	GPX5
ENSDARG00000117118		
ENSDARG00000056690	ENSG00000063601	MTMR1
ENSDARG00000061165	ENSG00000108576	SLC6A4
ENSDARG00000056509	ENSG00000175087	PDIK1L
ENSDARG00000052390	ENSG00000100580	TMED8
ENSDARG00000020857	ENSG00000181982	CCDC149
ENSDARG00000079336		
ENSDARG00000087419		
ENSDARG00000039943	ENSG00000158246	TENT5B
ENSDARG00000100913	ENSG00000196914	ARHGEF12
ENSDARG00000079500	ENSG00000084731	KIF3C
ENSDARG00000045408	ENSG00000149591	TAGLN
ENSDARG00000090716	ENSG00000141367	CLTC
ENSDARG00000029039	ENSG00000184307	ZDHHC23
ENSDARG00000013847	ENSG00000146648	EGFR
ENSDARG00000045930	ENSG00000166831	RBPMS2
ENSDARG00000070972		
ENSDARG00000063580		
ENSDARG00000062147	ENSG00000036473	OTC
ENSDARG00000028393	ENSG00000146122	DAAM2
ENSDARG00000056648	ENSG00000151348	EXT2
ENSDARG00000104415		
ENSDARG00000074435	ENSG00000011295	TTC19
ENSDARG00000103829		
ENSDARG00000034700	ENSG00000112715	VEGFA
ENSDARG00000069058	ENSG00000249861	LGALS16
ENSDARG00000069058	ENSG00000006659	LGALS14
ENSDARG00000069058	ENSG00000105198	LGALS13
ENSDARG00000023933	ENSG00000136603	SKIL
ENSDARG00000032013	ENSG00000007168	PAFAH1B1
ENSDARG00000058504	ENSG00000182287	AP1S2
ENSDARG00000095773		
ENSDARG00000016623		
ENSDARG00000035399	ENSG00000164331	ANKRA2
ENSDARG00000098348	ENSG00000162664	ZNF326
ENSDARG00000078247		
ENSDARG00000051713	ENSG00000158485	CD1B
ENSDARG00000051713	ENSG00000158481	CD1C
ENSDARG00000051713	ENSG00000158477	CD1A
ENSDARG00000051713	ENSG00000158473	CD1D
ENSDARG00000051713	ENSG00000158488	CD1E
ENSDARG00000044194	ENSG00000145022	TCTA
ENSDARG00000099729	ENSG00000138650	PCDH10
ENSDARG00000061600	ENSG00000135048	CEMIP2
ENSDARG00000055229	ENSG00000107130	NCS1
ENSDARG00000103205		
ENSDARG00000075355		
ENSDARG00000036056	ENSG00000105053	VRK3
ENSDARG00000025903	ENSG00000249861	LGALS16
ENSDARG00000025903	ENSG00000006659	LGALS14
ENSDARG00000025903	ENSG00000105198	LGALS13
ENSDARG00000086075	ENSG00000182670	TTC3
ENSDARG00000069527		
ENSDARG00000078211	ENSG00000144488	ESPNL
ENSDARG00000088831		
ENSDARG00000021141	ENSG00000175895	PLEKHF2
ENSDARG00000020467	ENSG00000160633	SAFB
ENSDARG00000027538	ENSG00000165555	NOXRED1
ENSDARG00000067664	ENSG00000205784	ARRDC5
ENSDARG00000038467	ENSG00000162729	IGSF8
ENSDARG00000070682	ENSG00000078808	SDF4
ENSDARG00000036291	ENSG00000070081	NUCB2
ENSDARG00000020759		
ENSDARG00000003845	ENSG00000188419	CHM
ENSDARG00000003845	ENSG00000203668	CHML
ENSDARG00000087517	ENSG00000132640	BTBD3
ENSDARG00000035326	ENSG00000188505	NCCRP1
ENSDARG00000055926		
ENSDARG00000095719		
ENSDARG00000002795	ENSG00000105419	MEIS3
ENSDARG00000060915	ENSG00000127585	FBXL16
ENSDARG00000094018	ENSG00000167257	RNF214
ENSDARG00000024492	ENSG00000049089	COL9A2
ENSDARG00000063059	ENSG00000143921	ABCG8
ENSDARG00000001447	ENSG00000198160	MIER1
ENSDARG00000056722	ENSG00000102181	CD99L2
ENSDARG00000070898		
ENSDARG00000008986	ENSG00000165891	E2F7
ENSDARG00000098706		
ENSDARG00000077515	ENSG00000165046	LETM2
ENSDARG00000105570		
ENSDARG00000041493	ENSG00000196497	IPO4
ENSDARG00000086255		
ENSDARG00000069262	ENSG00000178965	ERICH3
ENSDARG00000014592	ENSG00000119522	DENND1A
ENSDARG00000100772	ENSG00000087116	ADAMTS2
ENSDARG00000005108	ENSG00000197822	OCLN
ENSDARG00000037390	ENSG00000169181	GSG1L
ENSDARG00000076960	ENSG00000162073	PAQR4
ENSDARG00000029476		
ENSDARG00000078784	ENSG00000174197	MGA
ENSDARG00000102178	ENSG00000132205	EMILIN2
ENSDARG00000019328	ENSG00000221866	PLXNA4
ENSDARG00000058103		
ENSDARG00000059818		
ENSDARG00000061424	ENSG00000169955	ZNF747
ENSDARG00000061424	ENSG00000169951	ZNF764
ENSDARG00000061424	ENSG00000197162	ZNF785
ENSDARG00000061424	ENSG00000170949	ZNF160
ENSDARG00000061424	ENSG00000197497	ZNF665
ENSDARG00000061424	ENSG00000197937	ZNF347
ENSDARG00000061424	ENSG00000160321	ZNF208
ENSDARG00000061424	ENSG00000124092	CTCFL
ENSDARG00000061424	ENSG00000167232	ZNF91
ENSDARG00000061424	ENSG00000180035	ZNF48
ENSDARG00000061424	ENSG00000174586	ZNF497
ENSDARG00000061424	ENSG00000213973	ZNF99
ENSDARG00000061424	ENSG00000196350	ZNF729
ENSDARG00000061424	ENSG00000096654	ZNF184
ENSDARG00000061424	ENSG00000197841	ZNF181
ENSDARG00000061424	ENSG00000089335	ZNF302
ENSDARG00000061424	ENSG00000189420	ZFP92
ENSDARG00000061424	ENSG00000170265	ZNF282
ENSDARG00000061424	ENSG00000156853	ZNF689
ENSDARG00000061424	ENSG00000196247	ZNF107
ENSDARG00000061424	ENSG00000229809	ZNF688
ENSDARG00000061424	ENSG00000198040	ZNF84
ENSDARG00000053652	ENSG00000156170	NDUFAF6
ENSDARG00000091254	ENSG00000100121	GGTLC2
ENSDARG00000091254	ENSG00000149435	GGTLC1
ENSDARG00000091254	ENSG00000100031	GGT1
ENSDARG00000091254	ENSG00000274252	GGTLC3
ENSDARG00000017676	ENSG00000087245	MMP2
ENSDARG00000038737	ENSG00000025293	PHF20
ENSDARG00000076137		
ENSDARG00000073841	ENSG00000128731	HERC2
ENSDARG00000089626	ENSG00000110958	PTGES3
ENSDARG00000041145	ENSG00000137819	PAQR5
ENSDARG00000016443	ENSG00000205609	EIF3CL
ENSDARG00000016443	ENSG00000184110	EIF3C
ENSDARG00000052000	ENSG00000105971	CAV2
ENSDARG00000019715	ENSG00000172878	METAP1D
ENSDARG00000068036	ENSG00000183160	TMEM119
ENSDARG00000063078	ENSG00000138075	ABCG5
ENSDARG00000011519		
ENSDARG00000021398		
ENSDARG00000094836		
ENSDARG00000103330		
ENSDARG00000069422	ENSG00000145912	NHP2
ENSDARG00000038669	ENSG00000162645	GBP2
ENSDARG00000053862		
ENSDARG00000037017	ENSG00000130939	UBE4B
ENSDARG00000092941		
ENSDARG00000018742		
ENSDARG00000104315	ENSG00000183386	FHL3
ENSDARG00000038352		
ENSDARG00000014159	ENSG00000176909	MAMSTR
ENSDARG00000058105	ENSG00000165502	RPL36AL
ENSDARG00000025226		
ENSDARG00000061228	ENSG00000101132	PFDN4
ENSDARG00000045515	ENSG00000151657	KIN
ENSDARG00000056045	ENSG00000070019	GUCY2C
ENSDARG00000092500		
ENSDARG00000018107	ENSG00000105514	RAB3D
ENSDARG00000102364	ENSG00000106608	URGCP
ENSDARG00000094491		
ENSDARG00000034588		
ENSDARG00000016573	ENSG00000179832	MROH1
ENSDARG00000079625	ENSG00000175054	ATR
ENSDARG00000074001		
ENSDARG00000098871	ENSG00000125447	GGA3
ENSDARG00000075515	ENSG00000104894	CD37
ENSDARG00000041060	ENSG00000249861	LGALS16
ENSDARG00000041060	ENSG00000006659	LGALS14
ENSDARG00000041060	ENSG00000105198	LGALS13
ENSDARG00000026296		
ENSDARG00000056259	ENSG00000075568	TMEM131
ENSDARG00000033537		
ENSDARG00000094246		
ENSDARG00000008840	ENSG00000256269	HMBS
ENSDARG00000104685		
ENSDARG00000010137	ENSG00000198728	LDB1
ENSDARG00000060120	ENSG00000168237	GLYCTK
ENSDARG00000015325	ENSG00000160201	U2AF1
ENSDARG00000079717	ENSG00000183808	RBM12B
ENSDARG00000071233	ENSG00000178467	P4HTM
ENSDARG00000031777	ENSG00000186951	PPARA
ENSDARG00000075541	ENSG00000100121	GGTLC2
ENSDARG00000075541	ENSG00000149435	GGTLC1
ENSDARG00000075541	ENSG00000100031	GGT1
ENSDARG00000075541	ENSG00000274252	GGTLC3
ENSDARG00000074860	ENSG00000115665	SLC5A7
ENSDARG00000093347		
ENSDARG00000054848	ENSG00000004799	PDK4
ENSDARG00000036584	ENSG00000101638	ST8SIA5
ENSDARG00000077367	ENSG00000196358	NTNG2
ENSDARG00000101072	ENSG00000113300	CNOT6
ENSDARG00000071450		
ENSDARG00000103840	ENSG00000171492	LRRC8D
ENSDARG00000027192		
ENSDARG00000020164	ENSG00000125266	EFNB2
ENSDARG00000032131	ENSG00000151577	DRD3
ENSDARG00000042233	ENSG00000196468	FGF16
ENSDARG00000053474	ENSG00000163239	TDRD10
ENSDARG00000079043		
ENSDARG00000008706	ENSG00000124374	PAIP2B
ENSDARG00000099911	ENSG00000171488	LRRC8C
ENSDARG00000104223	ENSG00000168216	LMBRD1
ENSDARG00000011885	ENSG00000115364	MRPL19
ENSDARG00000012824	ENSG00000005884	ITGA3
ENSDARG00000076189	ENSG00000168071	CCDC88B
ENSDARG00000016128	ENSG00000070718	AP3M2
ENSDARG00000020009	ENSG00000138756	BMP2K
ENSDARG00000070913	ENSG00000181449	SOX2
ENSDARG00000059824	ENSG00000167780	SOAT2
ENSDARG00000074760	ENSG00000068724	TTC7A
ENSDARG00000056665	ENSG00000037474	NSUN2
ENSDARG00000044629	ENSG00000138472	GUCA1C
ENSDARG00000044629	ENSG00000116983	HPCAL4
ENSDARG00000074628		
ENSDARG00000012949	ENSG00000102098	SCML2
ENSDARG00000013022		
ENSDARG00000089933	ENSG00000105122	RASAL3
ENSDARG00000060662		
ENSDARG00000030723	ENSG00000013297	CLDN11
ENSDARG00000087226	ENSG00000170852	KBTBD2
ENSDARG00000057590	ENSG00000139985	ADAM21
ENSDARG00000057590	ENSG00000168594	ADAM29
ENSDARG00000057997	ENSG00000144747	TMF1
ENSDARG00000001127	ENSG00000091664	SLC17A6
ENSDARG00000090142		
ENSDARG00000069752		
ENSDARG00000079723	ENSG00000100354	TNRC6B
ENSDARG00000023852	ENSG00000130520	LSM4
ENSDARG00000089873	ENSG00000171150	SOCS5
ENSDARG00000089873	ENSG00000180008	SOCS4
ENSDARG00000054025	ENSG00000120068	HOXB8
ENSDARG00000010155	ENSG00000136754	ABI1
ENSDARG00000002897	ENSG00000151689	INPP1
ENSDARG00000032005	ENSG00000139537	CCDC65
ENSDARG00000055349	ENSG00000165495	PKNOX2
ENSDARG00000100293	ENSG00000198844	ARHGEF15
ENSDARG00000099850	ENSG00000120645	IQSEC3
ENSDARG00000058229	ENSG00000162390	ACOT11
ENSDARG00000030394		
ENSDARG00000026926	ENSG00000149489	ROM1
ENSDARG00000090982	ENSG00000070214	SLC44A1
ENSDARG00000069681	ENSG00000156374	PCGF6
ENSDARG00000007217	ENSG00000120314	WDR55
ENSDARG00000057751	ENSG00000114853	ZBTB47
ENSDARG00000042270	ENSG00000100299	ARSA
ENSDARG00000028943	ENSG00000132613	MTSS2
ENSDARG00000008454	ENSG00000214575	CPEB1
ENSDARG00000061590	ENSG00000158966	CACHD1
ENSDARG00000001999	ENSG00000140873	ADAMTS18
ENSDARG00000044766	ENSG00000158411	MITD1
ENSDARG00000101892		
ENSDARG00000029474		
ENSDARG00000099049	ENSG00000025039	RRAGD
ENSDARG00000099049	ENSG00000116954	RRAGC
ENSDARG00000055903	ENSG00000007392	LUC7L
ENSDARG00000005210	ENSG00000106789	CORO2A
ENSDARG00000044549	ENSG00000160298	C21orf58
ENSDARG00000022280	ENSG00000204256	BRD2
ENSDARG00000079651		
ENSDARG00000043130	ENSG00000134250	NOTCH2
ENSDARG00000054259	ENSG00000135372	NAT10
ENSDARG00000026236		
ENSDARG00000094041		
ENSDARG00000093203		
ENSDARG00000069421	ENSG00000164284	GRPEL2
ENSDARG00000063180	ENSG00000088538	DOCK3
ENSDARG00000087100	ENSG00000196358	NTNG2
ENSDARG00000098766	ENSG00000173599	PC
ENSDARG00000007186	ENSG00000117751	PPP1R8
ENSDARG00000116990		
ENSDARG00000004141		
ENSDARG00000076547		
ENSDARG00000011862	ENSG00000148798	INA
ENSDARG00000017910	ENSG00000148459	PDSS1
ENSDARG00000077962	ENSG00000139433	GLTP
ENSDARG00000090543	ENSG00000149483	TMEM138
ENSDARG00000075161		
ENSDARG00000093120		
ENSDARG00000094548		
ENSDARG00000002731	ENSG00000169439	SDC2
ENSDARG00000079231		
ENSDARG00000052045	ENSG00000099998	GGT5
ENSDARG00000042810		
ENSDARG00000087996		
ENSDARG00000004774	ENSG00000134987	WDR36
ENSDARG00000039400	ENSG00000171453	POLR1C
ENSDARG00000030307	ENSG00000132622	HSPA12B
ENSDARG00000098397		
ENSDARG00000070833	ENSG00000205659	LIN52
ENSDARG00000074662		
ENSDARG00000076283	ENSG00000100028	SNRPD3
ENSDARG00000074381		
ENSDARG00000011727	ENSG00000108641	B9D1
ENSDARG00000076094	ENSG00000168427	KLHL30
ENSDARG00000069329	ENSG00000165606	DRGX
ENSDARG00000098986		
ENSDARG00000071090	ENSG00000077522	ACTN2
ENSDARG00000105827		
ENSDARG00000058996	ENSG00000169550	MUC15
ENSDARG00000058996	ENSG00000107738	VSIR
ENSDARG00000058996	ENSG00000154721	JAM2
ENSDARG00000058996	ENSG00000166250	CLMP
ENSDARG00000099046		
ENSDARG00000035290	ENSG00000064218	DMRT3
ENSDARG00000099642	ENSG00000043093	DCUN1D1
ENSDARG00000012694	ENSG00000125730	C3
ENSDARG00000055389	ENSG00000159140	SON
ENSDARG00000080000	ENSG00000100075	SLC25A1
ENSDARG00000057239	ENSG00000139287	TPH2
ENSDARG00000019507	ENSG00000100297	MCM5
ENSDARG00000053559	ENSG00000140391	TSPAN3
ENSDARG00000009087	ENSG00000019582	CD74
ENSDARG00000051879	ENSG00000006071	ABCC8
ENSDARG00000008480	ENSG00000166166	TRMT61A
ENSDARG00000091584	ENSG00000117322	CR2
ENSDARG00000020956	ENSG00000100889	PCK2
ENSDARG00000036036	ENSG00000110492	MDK
ENSDARG00000057060	ENSG00000175106	TVP23C
ENSDARG00000057060	ENSG00000171928	TVP23B
ENSDARG00000098825	ENSG00000179115	FARSA
ENSDARG00000031757	ENSG00000167608	TMC4
ENSDARG00000094973	ENSG00000002745	WNT16
ENSDARG00000030614	ENSG00000067715	SYT1
ENSDARG00000000830	ENSG00000100726	TELO2
ENSDARG00000114532		
ENSDARG00000041372	ENSG00000165118	QNG1
ENSDARG00000070801	ENSG00000198836	OPA1
ENSDARG00000101669	ENSG00000179387	ELMOD2
ENSDARG00000006553	ENSG00000126458	RRAS
ENSDARG00000039354		
ENSDARG00000033440	ENSG00000164024	METAP1
ENSDARG00000074779	ENSG00000116127	ALMS1
ENSDARG00000028017	ENSG00000164938	TP53INP1
ENSDARG00000041454		
ENSDARG00000017500	ENSG00000134318	ROCK2
ENSDARG00000031907	ENSG00000011304	PTBP1
ENSDARG00000112170	ENSG00000161594	KLHL10
ENSDARG00000070850		
ENSDARG00000007323	ENSG00000101421	CHMP4B
ENSDARG00000053542	ENSG00000178695	KCTD12
ENSDARG00000086412		
ENSDARG00000074023	ENSG00000153250	RBMS1
ENSDARG00000069823	ENSG00000167525	PROCA1
ENSDARG00000100815		
ENSDARG00000039406	ENSG00000155066	PROM2
ENSDARG00000059951	ENSG00000179598	PLD6
ENSDARG00000062244		
ENSDARG00000086268		
ENSDARG00000028327	ENSG00000197045	GMFB
ENSDARG00000094504	ENSG00000107679	PLEKHA1
ENSDARG00000008931	ENSG00000102032	RENBP
ENSDARG00000015072	ENSG00000173253	DMRT2
ENSDARG00000101869	ENSG00000081026	MAGI3
ENSDARG00000089000	ENSG00000146399	TAAR1
ENSDARG00000075149	ENSG00000103174	NAGPA
ENSDARG00000056784	ENSG00000160224	AIRE
ENSDARG00000014098	ENSG00000118762	PKD2
ENSDARG00000006151	ENSG00000128655	PDE11A
ENSDARG00000006151	ENSG00000105650	PDE4C
ENSDARG00000018441	ENSG00000173706	HEG1
ENSDARG00000061747	ENSG00000147113	DIPK2B
ENSDARG00000020448	ENSG00000182551	ADI1
ENSDARG00000055132		
ENSDARG00000022938		
ENSDARG00000052923		
ENSDARG00000042643	ENSG00000172461	FUT9
ENSDARG00000053544	ENSG00000164070	HSPA4L
ENSDARG00000097766	ENSG00000158485	CD1B
ENSDARG00000097766	ENSG00000158481	CD1C
ENSDARG00000097766	ENSG00000158477	CD1A
ENSDARG00000097766	ENSG00000158473	CD1D
ENSDARG00000097766	ENSG00000158488	CD1E
ENSDARG00000056559	ENSG00000122674	CCZ1
ENSDARG00000056559	ENSG00000146574	CCZ1B
ENSDARG00000098164		
ENSDARG00000058990	ENSG00000102100	SLC35A2
ENSDARG00000090592		
ENSDARG00000036295	ENSG00000155265	GOLGA7B
ENSDARG00000046090	ENSG00000278535	DHRS11
ENSDARG00000069566		
ENSDARG00000007195	ENSG00000164082	GRM2
ENSDARG00000025397	ENSG00000112081	SRSF3
ENSDARG00000098529	ENSG00000175305	CCNE2
ENSDARG00000111108		
ENSDARG00000019572	ENSG00000178913	TAF7
ENSDARG00000020311	ENSG00000100528	CNIH1
ENSDARG00000105177	ENSG00000129351	ILF3
ENSDARG00000004870	ENSG00000080815	PSEN1
ENSDARG00000090628		
ENSDARG00000117173		
ENSDARG00000103747	ENSG00000105974	CAV1
ENSDARG00000068232	ENSG00000139899	CBLN3
ENSDARG00000032630	ENSG00000183091	NEB
ENSDARG00000016404	ENSG00000185920	PTCH1
ENSDARG00000116668		
ENSDARG00000058865	ENSG00000167136	ENDOG
ENSDARG00000053114		
ENSDARG00000041991	ENSG00000114767	RRP9
ENSDARG00000089333		
ENSDARG00000103746		
ENSDARG00000113769		
ENSDARG00000070019	ENSG00000270647	TAF15
ENSDARG00000058733	ENSG00000139549	DHH
ENSDARG00000071183		
ENSDARG00000063054	ENSG00000251322	SHANK3
ENSDARG00000034600	ENSG00000134851	TMEM165
ENSDARG00000078707		
ENSDARG00000058964	ENSG00000130775	THEMIS2
ENSDARG00000099353	ENSG00000004864	SLC25A13
ENSDARG00000034222	ENSG00000118960	HS1BP3
ENSDARG00000037559	ENSG00000182179	UBA7
ENSDARG00000045639	ENSG00000162374	ELAVL4
ENSDARG00000067605	ENSG00000105402	NAPA
ENSDARG00000040123	ENSG00000169946	ZFPM2
ENSDARG00000058147	ENSG00000147570	DNAJC5B
ENSDARG00000006235		
ENSDARG00000010154	ENSG00000165633	VSTM4
ENSDARG00000076174		
ENSDARG00000023537		
ENSDARG00000104188	ENSG00000133477	FAM83F
ENSDARG00000104188	ENSG00000105523	FAM83E
ENSDARG00000042752		
ENSDARG00000039577	ENSG00000120899	PTK2B
